"id","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","basket_value","recency_days","cluster0","cluster1","cluster2","cluster3","cluster4","low_value_basket","medium_value_basket","high_value_basket"
4903,,,,,,,,,,,"Yes","Yes",,5.8,72,,,"Yes",,,,"Yes",
4904,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4906,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
4908,,,,,,,,"Yes",,,,,"Yes",6.6,22,"Yes",,,,,,,"Yes"
4909,,,,,,,,,,,,"Yes",,1.7,67,,,"Yes",,,"Yes",,
4911,,"Yes",,,,,,,,,,"Yes",,3.8,38,,,,"Yes",,,"Yes",
4913,,,"Yes",,,,,,,,,"Yes",,2.9,32,,,,"Yes",,,"Yes",
4915,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4916,,,"Yes",,,,"Yes",,,,,,,2.6,52,,,"Yes",,,"Yes",,
4917,,,,"Yes","Yes",,,,,,,,,3.5,33,,,,"Yes",,,"Yes",
4920,,,,,,,,,"Yes",,,,,4.9,41,,,,"Yes",,,"Yes",
4921,,,,,,,"Yes",,,,,,"Yes",6.5,11,"Yes",,,,,,,"Yes"
4922,,,,,,,,,,"Yes",,,"Yes",6.7,1,"Yes",,,,,,,"Yes"
4923,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4924,,,,"Yes",,,,,,,"Yes",,"Yes",10.5,72,,"Yes",,,,,,"Yes"
4925,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,11,"Yes",,,,,,,"Yes"
4929,,,,,,,,,,,,,"Yes",5.1,61,,,"Yes",,,,"Yes",
4930,,"Yes",,,,,,,,,,,"Yes",7.2,9,"Yes",,,,,,,"Yes"
4931,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
4932,,,,,,,,,,,,"Yes",,1.7,76,,,"Yes",,,"Yes",,
4934,,"Yes","Yes","Yes",,,,,,,,,,4.6,41,,,,"Yes",,,"Yes",
4935,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
4936,,,,,"Yes",,"Yes",,"Yes",,,"Yes",,10.2,20,"Yes",,,,,,,"Yes"
4937,,,,,,,,,"Yes",,,"Yes",,6.6,17,"Yes",,,,,,,"Yes"
4939,"Yes",,,,,"Yes","Yes","Yes",,,,,,7.1,10,"Yes",,,,,,,"Yes"
4940,,,"Yes","Yes",,,,,,,"Yes","Yes",,8.3,72,,"Yes",,,,,,"Yes"
4941,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4943,,,,,,,,,,,,,"Yes",5.1,75,,,"Yes",,,,"Yes",
4944,,,"Yes","Yes",,"Yes",,,,,,,,5.6,74,,,"Yes",,,,"Yes",
4945,,,,"Yes",,,"Yes","Yes","Yes",,,,,9.1,12,"Yes",,,,,,,"Yes"
4948,,,"Yes",,"Yes",,,,,,,,,3.4,26,,,,"Yes",,,"Yes",
4949,,,,"Yes",,,,,"Yes",,,,,6.2,21,"Yes",,,,,,,"Yes"
4950,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4951,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4952,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
4953,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
4955,,,,,"Yes",,,,,,,,,2.2,62,,,"Yes",,,"Yes",,
4956,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
4957,"Yes",,"Yes",,,,,,,"Yes",,,,3.9,37,,,,"Yes",,,"Yes",
4958,"Yes",,,,,,,,,"Yes",,,,2.7,70,,,"Yes",,,"Yes",,
4959,,,"Yes",,,,"Yes","Yes",,,"Yes","Yes",,9.9,72,,"Yes",,,,,,"Yes"
4960,,,"Yes",,"Yes",,,"Yes",,"Yes",,,,6.5,19,"Yes",,,,,,,"Yes"
4961,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
4962,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
4963,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,16,"Yes",,,,,,,"Yes"
4964,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,9,"Yes",,,,,,,"Yes"
4965,,,,,,"Yes",,,,,,,,3.1,34,,,,"Yes",,,"Yes",
4968,,,,"Yes",,,,,,"Yes","Yes",,,7,72,,"Yes",,,,,,"Yes"
4969,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
4970,,,,"Yes","Yes",,,,,,,,,3.5,38,,,,"Yes",,,"Yes",
4973,,,,,"Yes",,,,"Yes",,,,,7.1,2,"Yes",,,,,,,"Yes"
4974,"Yes",,,,,,,,,"Yes",,,,2.7,63,,,"Yes",,,"Yes",,
4976,,,"Yes","Yes","Yes",,,"Yes",,"Yes",,,,7.8,25,"Yes",,,,,,,"Yes"
4977,,,,,"Yes",,,,,,,,,2.2,74,,,"Yes",,,"Yes",,
4979,,,"Yes",,"Yes",,,,,,,,,3.4,27,,,,"Yes",,,"Yes",
4980,,"Yes",,,,,"Yes",,"Yes",,,,,8.4,14,"Yes",,,,,,,"Yes"
4981,,,,,,,,,,,,"Yes",,1.7,71,,,"Yes",,,"Yes",,
4982,,,"Yes",,,,,,,"Yes",,"Yes",,4.5,40,,,,"Yes",,,"Yes",
4984,,,,"Yes",,,,,"Yes",,,,,6.2,21,"Yes",,,,,,,"Yes"
4985,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
4986,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
4987,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
4988,,,,,,,,"Yes",,,,,,1.5,54,,,"Yes",,,"Yes",,
4990,,,,"Yes",,,,,,,,"Yes",,3,32,,,,"Yes",,,"Yes",
4991,,,"Yes",,"Yes",,,"Yes","Yes",,"Yes",,,13.9,72,,"Yes",,,,,,"Yes"
4992,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
4993,,,,,"Yes",,,"Yes",,,,,,3.7,44,,,,"Yes",,,"Yes",
4994,"Yes",,,,,,,"Yes",,"Yes",,,"Yes",9.3,21,"Yes",,,,,,,"Yes"
4996,,"Yes",,"Yes","Yes",,"Yes",,,,,"Yes",,8.7,22,"Yes",,,,,,,"Yes"
4997,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
4999,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5002,,,"Yes","Yes",,,,"Yes",,,,,"Yes",9.1,12,"Yes",,,,,,,"Yes"
5003,,,"Yes",,,,,,,"Yes",,,,2.8,27,,,,"Yes",,,"Yes",
5004,,"Yes",,,"Yes",,,"Yes",,,,,,5.8,57,,,"Yes",,,,"Yes",
5005,,,,"Yes",,,,,,"Yes",,,,2.9,48,,,,"Yes",,,"Yes",
5006,,"Yes",,,"Yes",,,,,,,,,4.3,49,,,,"Yes",,,"Yes",
5007,,,"Yes",,"Yes",,,,,,,,,3.4,28,,,,"Yes",,,"Yes",
5009,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5011,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,22,"Yes",,,,,,,"Yes"
5012,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5013,,,"Yes",,,,"Yes",,,,,"Yes",,4.3,45,,,,"Yes",,,"Yes",
5016,,,,,"Yes",,,,,,,,"Yes",7.3,1,"Yes",,,,,,,"Yes"
5019,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5020,,,,,,,"Yes",,,"Yes",,,,3,29,,,,"Yes",,,"Yes",
5021,,,,,,,,,,,,,"Yes",5.1,66,,,"Yes",,,,"Yes",
5022,,,,,,,,,,,,"Yes",,1.7,69,,,"Yes",,,"Yes",,
5023,,"Yes",,,,,,,,,,,,2.1,73,,,"Yes",,,"Yes",,
5024,"Yes","Yes",,,,,,,,,,,,3.2,31,,,,"Yes",,,"Yes",
5025,,,"Yes",,,"Yes",,,"Yes","Yes",,,,10.8,14,"Yes",,,,,,,"Yes"
5026,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5028,,,,"Yes","Yes",,,,,,,,,3.5,32,,,,"Yes",,,"Yes",
5029,,,"Yes",,,"Yes",,,,,,"Yes",,6,2,"Yes",,,,,,,"Yes"
5030,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
5031,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5034,,,"Yes","Yes","Yes",,,,,,,,,4.7,40,,,,"Yes",,,"Yes",
5037,,,,,"Yes",,,,,,,"Yes",,3.9,51,,,,"Yes",,,"Yes",
5040,,,,,,"Yes","Yes",,,,"Yes",,,8.6,72,,"Yes",,,,,,"Yes"
5042,,,,,,,"Yes",,"Yes",,,,,6.3,14,"Yes",,,,,,,"Yes"
5043,,,,,"Yes",,,,,,,,,2.2,56,,,"Yes",,,"Yes",,
5045,,,"Yes",,"Yes",,,,,"Yes",,,,5,48,,,,"Yes",,,"Yes",
5046,,,,,,,,,,,,"Yes",,1.7,64,,,"Yes",,,"Yes",,
5048,,,"Yes",,,,"Yes",,,,,,,2.6,64,,,"Yes",,,"Yes",,
5049,"Yes","Yes","Yes","Yes",,"Yes",,"Yes",,"Yes",,,"Yes",17,26,"Yes",,,,,,,"Yes"
5050,,"Yes",,"Yes",,,,,,,,,,3.4,28,,,,"Yes",,,"Yes",
5051,,,"Yes",,,,,,"Yes",,,,,6.1,6,"Yes",,,,,,,"Yes"
5052,,,,,,,"Yes",,,"Yes",,,,3,29,,,,"Yes",,,"Yes",
5054,,,,,"Yes","Yes",,,,,,,,5.3,71,,,"Yes",,,,"Yes",
5055,,,,,,,,,,,,"Yes",,1.7,65,,,"Yes",,,"Yes",,
5056,,,,,,,"Yes",,,,"Yes",,,5.5,72,,,"Yes",,,,"Yes",
5057,,"Yes",,,,,"Yes",,,,,"Yes",,5.2,70,,,"Yes",,,,"Yes",
5058,"Yes","Yes",,,,,,"Yes",,,"Yes",,,8.8,72,,"Yes",,,,,,"Yes"
5060,,,,,,,,"Yes",,,,,,1.5,53,,,"Yes",,,"Yes",,
5061,,,"Yes",,,,,,,"Yes",,,,2.8,51,,,,"Yes",,,"Yes",
5062,,,,,,"Yes",,,,,,,,3.1,31,,,,"Yes",,,"Yes",
5063,,,"Yes",,,,,"Yes","Yes",,"Yes",,"Yes",16.8,72,,"Yes",,,,,,"Yes"
5064,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
5065,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
5066,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5067,,"Yes","Yes","Yes",,,,,"Yes","Yes",,,,11.1,14,"Yes",,,,,,,"Yes"
5068,,,,,,,,"Yes","Yes",,,,,6.4,25,"Yes",,,,,,,"Yes"
5069,,,"Yes",,,,,,,,,"Yes",,2.9,32,,,,"Yes",,,"Yes",
5070,"Yes",,,"Yes",,,,"Yes",,,,,,3.9,50,,,,"Yes",,,"Yes",
5071,,,"Yes",,"Yes",,,,,,,,,3.4,41,,,,"Yes",,,"Yes",
5072,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5073,,,,,"Yes",,,,,,"Yes","Yes",,8,72,,"Yes",,,,,,"Yes"
5074,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5078,,"Yes","Yes","Yes","Yes",,,"Yes",,,,,,8.3,18,"Yes",,,,,,,"Yes"
5079,,,,,,,,,"Yes",,,,,4.9,45,,,,"Yes",,,"Yes",
5081,,"Yes","Yes",,,,,,,,,,,3.3,41,,,,"Yes",,,"Yes",
5082,,,,,,"Yes",,,,,,,,3.1,31,,,,"Yes",,,"Yes",
5083,,"Yes","Yes",,,,,,,"Yes",,,,4.9,27,,,,"Yes",,,"Yes",
5087,,,,,,,,,,,,"Yes",,1.7,63,,,"Yes",,,"Yes",,
5088,,,"Yes",,,,"Yes",,,,,,,2.6,53,,,"Yes",,,"Yes",,
5089,,,,,,"Yes",,,,,,,,3.1,31,,,,"Yes",,,"Yes",
5090,,,,"Yes",,,,,,"Yes",,,"Yes",8,12,"Yes",,,,,,,"Yes"
5092,"Yes",,,,,,,,,"Yes",,,,2.7,54,,,"Yes",,,"Yes",,
5093,,,,,,,,,,"Yes",,,,1.6,72,,,"Yes",,,"Yes",,
5095,,,,,"Yes",,,,,,,,,2.2,64,,,"Yes",,,"Yes",,
5096,,,,,"Yes",,,,,,,"Yes",,3.9,39,,,,"Yes",,,"Yes",
5098,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5099,,,,,"Yes",,,,,,,"Yes",,3.9,35,,,,"Yes",,,"Yes",
5100,,,,,,,,,,,,"Yes",,1.7,55,,,"Yes",,,"Yes",,
5101,,,"Yes",,,,,,"Yes",,,,,6.1,10,"Yes",,,,,,,"Yes"
5103,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5105,,,,,,"Yes",,,,,,,,3.1,36,,,,"Yes",,,"Yes",
5106,,,,,,,,,,,,,"Yes",5.1,73,,,"Yes",,,,"Yes",
5107,,,,"Yes",,,,"Yes",,"Yes","Yes","Yes","Yes",15.3,72,,"Yes",,,,,,"Yes"
5108,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
5109,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5111,,,,"Yes","Yes",,,,,,,,"Yes",8.6,23,"Yes",,,,,,,"Yes"
5112,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
5114,,,,,,,"Yes",,,,,,"Yes",6.5,11,"Yes",,,,,,,"Yes"
5115,"Yes",,"Yes","Yes",,,,,,,,,,3.6,44,,,,"Yes",,,"Yes",
5116,,,,,"Yes",,,,,,,,,2.2,58,,,"Yes",,,"Yes",,
5119,,,,"Yes","Yes",,,,,,,,,3.5,30,,,,"Yes",,,"Yes",
5120,,,,,,"Yes",,,"Yes",,,,,8,12,"Yes",,,,,,,"Yes"
5122,,,,,,,,"Yes",,,,,,1.5,54,,,"Yes",,,"Yes",,
5123,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5124,,,,,"Yes","Yes",,,,,,,"Yes",10.4,12,"Yes",,,,,,,"Yes"
5127,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
5128,"Yes","Yes","Yes","Yes",,,"Yes","Yes",,"Yes",,,,10.2,23,"Yes",,,,,,,"Yes"
5129,,,,,,"Yes",,,,,,,,3.1,29,,,,"Yes",,,"Yes",
5130,,"Yes","Yes",,,,,,,,,,,3.3,49,,,,"Yes",,,"Yes",
5131,,"Yes","Yes",,"Yes",,"Yes",,,,,,,6.9,10,"Yes",,,,,,,"Yes"
5133,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5134,,,"Yes","Yes",,,,"Yes",,"Yes",,,"Yes",10.7,6,"Yes",,,,,,,"Yes"
5137,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5141,,,,,,,,,,"Yes","Yes",,,5.7,72,,,"Yes",,,,"Yes",
5142,,,,,,,,,"Yes",,,,,4.9,44,,,,"Yes",,,"Yes",
5143,,,,,,,,,"Yes",,,,,4.9,36,,,,"Yes",,,"Yes",
5144,,,,,,"Yes",,,,,,"Yes",,4.8,51,,,,"Yes",,,"Yes",
5147,,,,,,,,"Yes",,,,"Yes",,3.2,45,,,,"Yes",,,"Yes",
5148,,,,,,,,"Yes",,,,,,1.5,69,,,"Yes",,,"Yes",,
5149,"Yes","Yes",,,,,,,,,,,,3.2,46,,,,"Yes",,,"Yes",
5151,,,,,,,,,,,,,"Yes",5.1,61,,,"Yes",,,,"Yes",
5153,,"Yes",,,,,,"Yes",,,,,"Yes",8.7,16,"Yes",,,,,,,"Yes"
5154,,,,,"Yes",,,,,,,,,2.2,55,,,"Yes",,,"Yes",,
5155,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5156,,"Yes",,,,,,"Yes",,,,,,3.6,43,,,,"Yes",,,"Yes",
5159,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5160,,"Yes",,,,,,,,,,,,2.1,69,,,"Yes",,,"Yes",,
5162,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5163,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5164,,"Yes","Yes","Yes",,,,,,,,,,4.6,38,,,,"Yes",,,"Yes",
5165,,,"Yes","Yes",,,,,,,,,,2.5,55,,,"Yes",,,"Yes",,
5167,,,,"Yes",,,,,,,,,"Yes",6.4,9,"Yes",,,,,,,"Yes"
5169,,"Yes","Yes","Yes",,,,,,,,"Yes",,6.3,11,"Yes",,,,,,,"Yes"
5171,,,,,"Yes",,,,,,"Yes",,,6.3,72,,,"Yes",,,,,"Yes"
5172,,,,"Yes",,,"Yes",,,,"Yes",,,6.8,72,,,"Yes",,,,,"Yes"
5173,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5174,,,,,,,,"Yes",,,,,"Yes",6.6,9,"Yes",,,,,,,"Yes"
5175,,,"Yes","Yes",,,,,,,,,,2.5,66,,,"Yes",,,"Yes",,
5177,,,,,,"Yes",,,,,,,,3.1,43,,,,"Yes",,,"Yes",
5178,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5179,,,,,,,,,,,,"Yes",,1.7,72,,,"Yes",,,"Yes",,
5180,,,,,"Yes",,,,,,,,,2.2,58,,,"Yes",,,"Yes",,
5182,,,,,,,,,,"Yes",,,,1.6,75,,,"Yes",,,"Yes",,
5183,,"Yes",,,,,,"Yes",,,,"Yes",,5.3,67,,,"Yes",,,,"Yes",
5185,,"Yes",,,"Yes",,,,,,,,,4.3,34,,,,"Yes",,,"Yes",
5186,,,,,,,,"Yes","Yes",,,,,6.4,16,"Yes",,,,,,,"Yes"
5187,,,,,,,,,,,,"Yes",,1.7,65,,,"Yes",,,"Yes",,
5189,,,,"Yes","Yes","Yes",,,,,,"Yes",,8.3,22,"Yes",,,,,,,"Yes"
5190,,,,,,,,,"Yes",,,,,4.9,46,,,,"Yes",,,"Yes",
5191,"Yes","Yes",,,,,,,,,,,,3.2,29,,,,"Yes",,,"Yes",
5192,,,"Yes",,,,,"Yes",,,"Yes","Yes",,8.5,72,,"Yes",,,,,,"Yes"
5194,,"Yes","Yes",,,,,,,,,,,3.3,34,,,,"Yes",,,"Yes",
5195,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5196,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5197,,"Yes",,,,,,,,,,,,2.1,67,,,"Yes",,,"Yes",,
5198,,,,,,,,,"Yes",,,"Yes",,6.6,16,"Yes",,,,,,,"Yes"
5199,,,"Yes",,,,"Yes","Yes",,,,"Yes",,5.8,73,,,"Yes",,,,"Yes",
5200,,,,"Yes",,,"Yes",,"Yes",,,,,7.6,7,"Yes",,,,,,,"Yes"
5201,,,,,,,,"Yes",,,,"Yes",,3.2,46,,,,"Yes",,,"Yes",
5204,,,,,,"Yes",,,,,,,,3.1,41,,,,"Yes",,,"Yes",
5205,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5206,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5208,,"Yes",,,,,,,"Yes",,,,,7,5,"Yes",,,,,,,"Yes"
5209,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5211,,"Yes","Yes",,,,,,,,,,,3.3,43,,,,"Yes",,,"Yes",
5212,,,,,,,,,"Yes",,,,,4.9,45,,,,"Yes",,,"Yes",
5213,,,,,"Yes",,,,,,"Yes",,,6.3,72,,,"Yes",,,,,"Yes"
5214,,,,,,,,,,,,,"Yes",5.1,72,,,"Yes",,,,"Yes",
5215,,,"Yes",,"Yes",,,,,,,"Yes",,5.1,74,,,"Yes",,,,"Yes",
5216,,"Yes","Yes","Yes","Yes",,,"Yes",,,,,"Yes",13.4,13,"Yes",,,,,,,"Yes"
5218,,,,,,,,,,,,"Yes",,1.7,75,,,"Yes",,,"Yes",,
5219,,,,,"Yes",,,"Yes",,,,,,3.7,34,,,,"Yes",,,"Yes",
5220,,"Yes",,"Yes",,,,,,,,,,3.4,41,,,,"Yes",,,"Yes",
5221,,,,,"Yes",,"Yes",,"Yes",,,"Yes",,10.2,10,"Yes",,,,,,,"Yes"
5222,,,,,,,,,,,,"Yes",,1.7,52,,,"Yes",,,"Yes",,
5224,,,,,"Yes",,,,,,,,"Yes",7.3,14,"Yes",,,,,,,"Yes"
5225,,,,,,,,,,,,,"Yes",5.1,75,,,"Yes",,,,"Yes",
5226,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5227,,,,,,,,,,,,"Yes",,1.7,52,,,"Yes",,,"Yes",,
5229,,,,"Yes",,,,,,,"Yes",,,5.4,72,,,"Yes",,,,"Yes",
5230,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5231,,,,,,,,,,,,,"Yes",5.1,56,,,"Yes",,,,"Yes",
5232,,,,,,,,,"Yes",,,,,4.9,46,,,,"Yes",,,"Yes",
5233,"Yes",,,,,,,"Yes",,,,,"Yes",7.7,2,"Yes",,,,,,,"Yes"
5234,,,,,,"Yes",,,,,,,,3.1,36,,,,"Yes",,,"Yes",
5236,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5237,,,,"Yes",,,,,"Yes",,,,,6.2,2,"Yes",,,,,,,"Yes"
5238,,,,,,,,,,,,,"Yes",5.1,66,,,"Yes",,,,"Yes",
5239,,,"Yes","Yes","Yes",,,,,"Yes",,"Yes",,8,5,"Yes",,,,,,,"Yes"
5240,,,,,,,,,,,,"Yes","Yes",6.8,21,"Yes",,,,,,,"Yes"
5241,,,"Yes",,,,,"Yes",,,"Yes",,,6.8,72,,,"Yes",,,,,"Yes"
5242,,"Yes","Yes","Yes",,,,"Yes",,,,,,6.1,23,"Yes",,,,,,,"Yes"
5243,,"Yes",,,"Yes",,,"Yes",,,,,"Yes",10.9,11,"Yes",,,,,,,"Yes"
5244,,,"Yes","Yes",,,,,,"Yes",,,,4.1,37,,,,"Yes",,,"Yes",
5245,,,,"Yes",,,,,,"Yes",,,,2.9,38,,,,"Yes",,,"Yes",
5246,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5248,,,,,,,,,,,,"Yes",,1.7,74,,,"Yes",,,"Yes",,
5250,,,,,,,,,,,,,"Yes",5.1,67,,,"Yes",,,,"Yes",
5251,,,,,,,,,,,,,"Yes",5.1,63,,,"Yes",,,,"Yes",
5252,,,,,"Yes",,,,,,,,,2.2,53,,,"Yes",,,"Yes",,
5253,,,,,,,,,,,,,"Yes",5.1,60,,,"Yes",,,,"Yes",
5254,,,,"Yes",,,,,,,,"Yes",,3,49,,,,"Yes",,,"Yes",
5257,,"Yes","Yes",,,,,,,,,"Yes",,5,31,,,,"Yes",,,"Yes",
5258,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5259,,,,,,,,"Yes",,,,,"Yes",6.6,5,"Yes",,,,,,,"Yes"
5260,,,,,,"Yes",,,,,,,,3.1,29,,,,"Yes",,,"Yes",
5261,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5262,,,"Yes",,,,,"Yes","Yes",,,,,7.6,6,"Yes",,,,,,,"Yes"
5264,,"Yes",,"Yes",,,,,,,,,,3.4,42,,,,"Yes",,,"Yes",
5266,,,,,,,,,,,,,"Yes",5.1,61,,,"Yes",,,,"Yes",
5267,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
5268,,,,,,,,,,,"Yes","Yes",,5.8,72,,,"Yes",,,,"Yes",
5269,,,"Yes",,,,,"Yes",,"Yes",,,,4.3,45,,,,"Yes",,,"Yes",
5270,,,"Yes","Yes",,,,,,,,,,2.5,58,,,"Yes",,,"Yes",,
5271,,,"Yes",,"Yes",,"Yes",,,,,,,4.8,28,,,,"Yes",,,"Yes",
5274,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5276,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
5277,,,,,,,,"Yes",,,,,,1.5,58,,,"Yes",,,"Yes",,
5280,,,,,,"Yes",,,,,,,,3.1,29,,,,"Yes",,,"Yes",
5281,,"Yes","Yes",,,,"Yes",,,,,,"Yes",9.8,9,"Yes",,,,,,,"Yes"
5282,,,,,,,,,,,,"Yes",,1.7,53,,,"Yes",,,"Yes",,
5283,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
5284,,,"Yes",,,,,"Yes",,,,,,2.7,61,,,"Yes",,,"Yes",,
5285,,"Yes",,"Yes",,,,,,,"Yes",,"Yes",12.6,72,,"Yes",,,,,,"Yes"
5286,,,,,,,,,,,,,"Yes",5.1,57,,,"Yes",,,,"Yes",
5287,,"Yes","Yes","Yes",,,,,,"Yes",,"Yes","Yes",13,4,"Yes",,,,,,,"Yes"
5288,,,,,,,,,"Yes",,,,,4.9,37,,,,"Yes",,,"Yes",
5289,,"Yes",,,,,,,,,,,"Yes",7.2,21,"Yes",,,,,,,"Yes"
5292,,,"Yes",,,"Yes",,,,,,"Yes",,6,20,"Yes",,,,,,,"Yes"
5294,,,"Yes",,,"Yes",,,,,,"Yes",,6,6,"Yes",,,,,,,"Yes"
5295,,"Yes",,"Yes",,,,,"Yes","Yes",,,,9.9,26,"Yes",,,,,,,"Yes"
5296,,,"Yes","Yes",,"Yes",,,,,,,,5.6,59,,,"Yes",,,,"Yes",
5297,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5298,,,"Yes","Yes",,,,,"Yes",,,,"Yes",12.5,11,"Yes",,,,,,,"Yes"
5299,,"Yes",,,,,"Yes",,,,,,"Yes",8.6,2,"Yes",,,,,,,"Yes"
5300,,,"Yes",,"Yes","Yes",,"Yes",,,,,,8,17,"Yes",,,,,,,"Yes"
5301,,,,,,"Yes","Yes",,,,,,,4.5,29,,,,"Yes",,,"Yes",
5302,,,,,,"Yes",,,,,,,,3.1,44,,,,"Yes",,,"Yes",
5305,,"Yes",,,,,"Yes","Yes","Yes",,,"Yes",,11.6,5,"Yes",,,,,,,"Yes"
5306,,,"Yes","Yes",,,,,,,"Yes",,"Yes",11.7,72,,"Yes",,,,,,"Yes"
5307,,,,,"Yes",,,,,,,,,2.2,52,,,"Yes",,,"Yes",,
5309,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5311,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5312,,,"Yes",,,,,,,,,"Yes",,2.9,46,,,,"Yes",,,"Yes",
5313,,"Yes","Yes","Yes",,,,"Yes",,"Yes",,,,7.7,23,"Yes",,,,,,,"Yes"
5314,,,,,"Yes",,"Yes",,,,,,,3.6,29,,,,"Yes",,,"Yes",
5315,,,,,,,,,,,,"Yes","Yes",6.8,9,"Yes",,,,,,,"Yes"
5316,,,"Yes","Yes",,,,"Yes",,,,,,4,27,,,,"Yes",,,"Yes",
